Id,Name,Gender,ZipCode,City,State,Country,Ethnicity,createdBy
269,Kajori Mukhopadhyay,Female,98503,Lacey,WA,US,Refused/Done Not Know,Emin Suleymanov
270,Devangi Pal,Female,98499,Lakewood,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
271,Nabanita Bandopadhyay,Female,98168,Tukwila,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
272,Ramesh Malakar,Male,98030,Kent,WA,US,Hispanic / Latinx,Andrea Fortuny
273,Shantanu Bhattacharya,Male,98055,Renton,WA,US,Refused/Done Not Know,Fidan Aliyeva
274,Sidhhartha Sanyal,Male,98055,Renton,WA,US,Refused/Done Not Know,Andrea Fortuny
275,Parimal Kar,Male,98125,Seattle,WA,US,Refused/Done Not Know,Fidan Aliyeva
276,Papia Chakrabarty,Female,98022,Enumclaw,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
277,Tanushree Sarkar,Female,98055,Renton,WA,US,Hispanic / Latinx,Fidan Aliyeva
278,Vanhi Dutta,Female,98327,Dupont,WA,US,Hispanic / Latinx,Adam Puzyna
279,Pradeep Bhoumik,Male,98101,Black Diamond,WA,US,Refused/Done Not Know,Aryna Siamashka
280,Shyamal Dutta,Male,98467,University Place,WA,US,Refused/Done Not Know,Adam Puzyna
281,Sharmistha Dey,Female,98103,Seattle,WA,US,Hispanic / Latinx,Andrea Fortuny
282,Simanti Sengupta,Female,98589,Tenino,WA,US,Hispanic / Latinx,Adam Puzyna
283,Aleksandar Ceric,Male,98022,Enumclaw,WA,US,Hispanic / Latinx,Emin Suleymanov
284,Adnan Spahic,Male,98029,Issaquah,WA,US,Hispanic / Latinx,Aryna Siamashka
285,Ana Livic,Female,98112,Seattle,WA,US,Refused/Done Not Know,Andrea Fortuny
286,Ivana Kalic,Female,98327,Dupont,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
287,Damir Benic,Male,98125,Seattle,WA,US,Hispanic / Latinx,Aryna Siamashka
288,Danis Kovacevic,Male,98501,Olympia,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
289,Dzenan Imamovic,Male,98338,Graham,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
290,Lejla Selimagic,Female,98405,Tacoma,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
291,Denis Terzic,Male,98380,Seabeck,WA,US,Refused/Done Not Know,Emin Suleymanov
292,Jasmina Begovic,Female,98405,Tacoma,WA,US,Hispanic / Latinx,Aryna Siamashka
293,Amina Hadzic,Female,98030,Kent,WA,US,Hispanic / Latinx,Fidan Aliyeva
294,Luka Lovren,Male,98387,Spanaway,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
295,Selma Saracevic,Female,98119,Seattle,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
296,Darko Basic,Male,98327,Dupont,WA,US,Refused/Done Not Know,Emin Suleymanov
297,Haris Osmanovic,Male,98506,Olympia,WA,US,Refused/Done Not Know,Andrea Fortuny
298,Samir Simic,Male,98032,Kent,WA,US,Hispanic / Latinx,Fidan Aliyeva
299,Jelena Maric,Female,98001,Auburn,WA,US,Hispanic / Latinx,Emin Suleymanov
300,Sanja Jankovic,Female,98506,Olympia,WA,US,Hispanic / Latinx,Emin Suleymanov
301,Samra Delic,Female,98380,Seabeck,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
302,Emina Begic,Female,98168,Tukwila,WA,US,Hispanic / Latinx,Aryna Siamashka
303,Bogdan Dzhurov,Male,98057,Renton,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
304,Bogdana Stefanova,Female,98371,Puyallup,WA,US,Hispanic / Latinx,Aryna Siamashka
305,Aneliya Dzhurova,Female,98055,Renton,WA,US,Refused/Done Not Know,Aryna Siamashka
306,Borislav Stoyanov,Male,98327,Dupont,WA,US,Refused/Done Not Know,Aryna Siamashka
307,Boryana Boyanova,Female,98001,Auburn,WA,US,Refused/Done Not Know,Andrea Fortuny
308,Boyka Sofiyanska,Female,98422,Tacoma,WA,US,Refused/Done Not Know,Emin Suleymanov
309,Bogomil Ivanov,Male,98030,Kent,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
310,Boyko Sofiyanski,Male,98506,Olympia,WA,US,Refused/Done Not Know,Andrea Fortuny
311,Branimira Taseva,Female,98101,Black Diamond,WA,US,Refused/Done Not Know,Fidan Aliyeva
312,Blagorodna Stoyanova,Female,98312,Bremerton,WA,US,Refused/Done Not Know,Aryna Siamashka
313,Bozhidar Petkov,Male,98055,Renton,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
314,Grozdan Metodiev,Male,98125,Seattle,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
315,Grozda Katsarova,Female,98002,Auburn,WA,US,Refused/Done Not Know,Emin Suleymanov
316,Milan Apostolov,Male,98312,Bremerton,WA,US,Refused/Done Not Know,Fidan Aliyeva
317,Snezhana Bozhilova,Female,98501,Olympia,WA,US,Hispanic / Latinx,Andrea Fortuny
318,Milena Stoichkova,Female,98115,Seattle,WA,US,Hispanic / Latinx,Emin Suleymanov
319,Kalina Georgieva,Female,98038,Maple Valley,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
320,Radoslav Bozhilov,Male,98383,Silverdale,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
321,Stanislava Chervenkova,Female,98506,Olympia,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
322,Rada Mihaylova,Female,98101,Black Diamond,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
323,Momchil Nikolov,Male,98502,Olympia,WA,US,Hispanic / Latinx,Emin Suleymanov
324,Radomir Angelov,Male,98115,Seattle,WA,US,Hispanic / Latinx,Emin Suleymanov
325,Zlatko Maleev,Male,98380,Seabeck,WA,US,Hispanic / Latinx,Aryna Siamashka
326,Dragan Tasev,Male,98168,Tukwila,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
327,Momchil Konstantinov,Male,98057,Renton,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
328,Nadezhda Gincheva,Female,98055,Renton,WA,US,Hispanic / Latinx,Adam Puzyna
329,Lyudmila Gospodinova,Female,98409,Tacoma,WA,US,Refused/Done Not Know,Adam Puzyna
330,Radoslava Bacheva,Female,98115,Seattle,WA,US,Refused/Done Not Know,Adam Puzyna
331,Vyara Kiryakova,Female,98499,Lakewood,WA,US,Refused/Done Not Know,Aryna Siamashka
332,Veselin Iliev,Male,98105,Seattle,WA,US,Hispanic / Latinx,Fidan Aliyeva
333,Lyubov Apostolova,Female,98516,Olympia,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
334,Valko Hristov,Male,98074,Sammamish,WA,US,Hispanic / Latinx,Adam Puzyna
335,Plamen Grigorov,Male,98467,University Place,WA,US,Hispanic / Latinx,Emin Suleymanov
336,Rayko Dimitrov,Male,98022,Enumclaw,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
337,Stefan Filipov,Male,98112,Seattle,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
338,Nevena Georgieva,Female,98033,Kirkland,WA,US,Refused/Done Not Know,Andrea Fortuny
339,Tsvetan Ginchev,Male,98105,Seattle,WA,US,Refused/Done Not Know,Adam Puzyna
340,Nedelya Grigorova,Female,98125,Seattle,WA,US,Hispanic / Latinx,Emin Suleymanov
341,Yavor Kostov,Male,98103,Seattle,WA,US,Refused/Done Not Know,Fidan Aliyeva
342,Rayna Bacheva,Female,98503,Lacey,WA,US,Hispanic / Latinx,Fidan Aliyeva
343,Tsvetanka Kostova,Female,98383,Silverdale,WA,US,Hispanic / Latinx,Aryna Siamashka
344,Mila Nikolova,Female,98055,Renton,WA,US,Refused/Done Not Know,Andrea Fortuny
345,Nadezhda Konstantinova,Female,98112,Seattle,WA,US,Hispanic / Latinx,Andrea Fortuny
346,Lyuben Katsarov,Male,98405,Tacoma,WA,US,Hispanic / Latinx,Fidan Aliyeva
347,Stoyanka Ilieva,Female,98312,Bremerton,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
348,Ognyan Yanev,Male,98002,Auburn,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
349,Nayden Lechkov,Male,98506,Olympia,WA,US,Hispanic / Latinx,Emin Suleymanov
350,Zdravko Karaivanov,Male,98506,Olympia,WA,US,Refused/Done Not Know,Adam Puzyna
351,Andrea Fortuny,Gender neutral,98002,Auburn,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
352,Ares Grau,Gender neutral,98168,Tukwila,WA,US,Hispanic / Latinx,Fidan Aliyeva
353,Alex Serra,Gender neutral,98387,Spanaway,WA,US,Refused/Done Not Know,Fidan Aliyeva
354,Anna Pidecabanyes,Female,98022,Enumclaw,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
355,Bartomeu Collelldemont,Male,98112,Seattle,WA,US,Hispanic / Latinx,Fidan Aliyeva
356,Aran Puig,Gender neutral,98516,Olympia,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
357,Clara Rieradevall,Female,98033,Kirkland,WA,US,Hispanic / Latinx,Emin Suleymanov
358,Ernest Arquimbau,Male,98029,Issaquah,WA,US,Hispanic / Latinx,Aryna Siamashka
359,Eli Capdevila,Gender neutral,98001,Auburn,WA,US,Hispanic / Latinx,Fidan Aliyeva
360,Esteve Desvalls,Male,98042,Covington,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
361,Dani Ferrarons,Gender neutral,98115,Seattle,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
362,Joana Puigxoriguer,Female,98168,Tukwila,WA,US,Hispanic / Latinx,Adam Puzyna
363,Laura Montfulleda,Female,98391,Bonney Lake,WA,US,Hispanic / Latinx,Aryna Siamashka
364,Jael Roig,Gender neutral,98105,Seattle,WA,US,Refused/Done Not Know,Aryna Siamashka
365,Noa Vidal,Gender neutral,98055,Renton,WA,US,Refused/Done Not Know,Emin Suleymanov
366,Julia Serradesanferm,Female,98499,Lakewood,WA,US,Refused/Done Not Know,Andrea Fortuny
367,Montserrat Desriols,Female,98312,Bremerton,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
368,Enric Argilaguet,Male,98502,Olympia,WA,US,Refused/Done Not Know,Adam Puzyna
369,Pau Pons,Gender neutral,98057,Renton,WA,US,Refused/Done Not Know,Aryna Siamashka
370,Pere Castellsegui,Male,98125,Seattle,WA,US,Hispanic / Latinx,Adam Puzyna
371,Rafel Tornafoch,Male,98516,Olympia,WA,US,Refused/Done Not Know,Emin Suleymanov
372,Marta Guanyavents,Female,98074,Sammamish,WA,US,Refused/Done Not Know,Emin Suleymanov
373,Marta Reixachdamunt,Female,98074,Sammamish,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
374,René Vives,Gender neutral,98074,Sammamish,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
375,Lluis Sobregrau,Male,98409,Tacoma,WA,US,Hispanic / Latinx,Adam Puzyna
376,Xavier Serradelarca,Male,98391,Bonney Lake,WA,US,Refused/Done Not Know,Emin Suleymanov
377,Sara Folgueroles,Female,98506,Olympia,WA,US,Refused/Done Not Know,Aryna Siamashka
378,Marc Surinyach,Male,98501,Olympia,WA,US,Hispanic / Latinx,Andrea Fortuny
379,Pol Bertolich,Male,98499,Lakewood,WA,US,Hispanic / Latinx,Aryna Siamashka
380,Carme Fontbernat,Female,98112,Seattle,WA,US,Hispanic / Latinx,Emin Suleymanov
381,Cai Mao,Female,98125,Seattle,WA,US,Refused/Done Not Know,Emin Suleymanov
382,Bi Gao,Female,98380,Seabeck,WA,US,Refused/Done Not Know,Aryna Siamashka
383,Dewei Peng,Male,98422,Tacoma,WA,US,Refused/Done Not Know,Fidan Aliyeva
384,De Xie,Male,98033,Kirkland,WA,US,Refused/Done Not Know,Emin Suleymanov
385,Hui Chian,Male,98125,Seattle,WA,US,Refused/Done Not Know,Emin Suleymanov
386,Jiang Li Liu,Female,98391,Bonney Lake,WA,US,Hispanic / Latinx,Adam Puzyna
387,Hua Long,Female,98422,Tacoma,WA,US,Hispanic / Latinx,Emin Suleymanov
388,Jiao Zhong,Female,98168,Tukwila,WA,US,Hispanic / Latinx,Emin Suleymanov
389,Luo Yuan,Male,98501,Olympia,WA,US,Refused/Done Not Know,Fidan Aliyeva
390,Meihui Lin,Female,98371,Puyallup,WA,US,Refused/Done Not Know,Adam Puzyna
391,Lian Huang,Male,98409,Tacoma,WA,US,Hispanic / Latinx,Adam Puzyna
392,Jie Qui,Male,98001,Auburn,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
393,Ning Lu,Male,98042,Covington,WA,US,Refused/Done Not Know,Aryna Siamashka
394,Lei Liao,Male,98422,Tacoma,WA,US,Hispanic / Latinx,Andrea Fortuny
395,Xia Qian,Female,98055,Renton,WA,US,Refused/Done Not Know,Andrea Fortuny
396,Qing Cao,Female,98589,Tenino,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
397,Ni Kang,Female,98387,Spanaway,WA,US,Refused/Done Not Know,Emin Suleymanov
398,Zhen Song,Male,98405,Tacoma,WA,US,Hispanic / Latinx,Fidan Aliyeva
399,Ting Niu,Female,98030,Kent,WA,US,Refused/Done Not Know,Fidan Aliyeva
400,Shen Mi,Male,98327,Dupont,WA,US,Hispanic / Latinx,Emin Suleymanov
401,Bao Guo,Male,98383,Silverdale,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
402,Shi He,Male,98380,Seabeck,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
403,Na Ding,Female,98327,Dupont,WA,US,Refused/Done Not Know,Fidan Aliyeva
404,Wen Jia,Male,98380,Seabeck,WA,US,Refused/Done Not Know,Emin Suleymanov
405,Xiang Tao,Female,98467,University Place,WA,US,Refused/Done Not Know,Andrea Fortuny
406,Yueying Ren,Female,98589,Tenino,WA,US,Refused/Done Not Know,Andrea Fortuny
407,Fei Xiong,Male,98372,Puyallup,WA,US,Refused/Done Not Know,Andrea Fortuny
408,Qiong Chang,Female,98052,Redmond,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
409,Jiao Niu,Female,98383,Silverdale,WA,US,Refused/Done Not Know,Adam Puzyna
410,Heng Xia,Female,98501,Olympia,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
411,Ximing Kong,Male,98501,Olympia,WA,US,Refused/Done Not Know,Adam Puzyna
412,An Ni,Female,98312,Bremerton,WA,US,Hispanic / Latinx,Adam Puzyna
413,Leemin Wang,Male,98589,Tenino,WA,US,Refused/Done Not Know,Emin Suleymanov
414,Hank Zoeng,Male,98502,Olympia,WA,US,Refused/Done Not Know,Fidan Aliyeva
415,Suchen Lo,Male,98103,Seattle,WA,US,Hispanic / Latinx,Adam Puzyna
416,Tsai Yang,Male,98057,Renton,WA,US,Refused/Done Not Know,Fidan Aliyeva
417,Kao Yeh,Male,98042,Covington,WA,US,Refused/Done Not Know,Aryna Siamashka
418,Lai Chou,Male,98022,Enumclaw,WA,US,Hispanic / Latinx,Fidan Aliyeva
419,Lu Phoa,Male,98001,Auburn,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
420,Tim Shao,Male,98380,Seabeck,WA,US,Hispanic / Latinx,Adam Puzyna
421,Julian Hsiao,Male,98371,Puyallup,WA,US,Hispanic / Latinx,Emin Suleymanov
422,Eddie Siau,Male,98501,Olympia,WA,US,Hispanic / Latinx,Fidan Aliyeva
423,Jim Gan,Male,98022,Enumclaw,WA,US,Hispanic / Latinx,Aryna Siamashka
424,Charlie Chhi,Male,98030,Kent,WA,US,Refused/Done Not Know,Fidan Aliyeva
425,Vic Chioh,Male,98029,Issaquah,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
426,Cheng Kim,Male,98372,Puyallup,WA,US,Hispanic / Latinx,Aryna Siamashka
427,Chou Cho,Male,98589,Tenino,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
428,Mei-hui Lin,Female,98002,Auburn,WA,US,Refused/Done Not Know,Emin Suleymanov
429,ChiMing Hsieh,Male,98052,Redmond,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
430,Hsiu-ching Chai,Female,98502,Olympia,WA,US,Refused/Done Not Know,Fidan Aliyeva
431,Mei-ling Chen,Female,98001,Auburn,WA,US,Hispanic / Latinx,Emin Suleymanov
432,Sandy Zoeng,Female,98119,Seattle,WA,US,Refused/Done Not Know,Andrea Fortuny
433,Angel Ch'iu,Female,98115,Seattle,WA,US,Refused/Done Not Know,Adam Puzyna
434,Shu-hui Chang,Female,98499,Lakewood,WA,US,Hispanic / Latinx,Emin Suleymanov
435,Lily Zhuang,Female,98405,Tacoma,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
436,Joyce Weng,Female,98409,Tacoma,WA,US,Refused/Done Not Know,Fidan Aliyeva
437,Chen Tsai,Female,98057,Renton,WA,US,Refused/Done Not Know,Andrea Fortuny
438,Li-hua Li,Female,98074,Sammamish,WA,US,Hispanic / Latinx,Fidan Aliyeva
439,Ya-ting Huang,Female,98387,Spanaway,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
440,Chingfan Chou,Female,98467,University Place,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
441,Lisa Yeh,Female,98030,Kent,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
442,Mayung Lien,Female,98105,Seattle,WA,US,Refused/Done Not Know,Adam Puzyna
443,Ruby Hsieh,Female,98001,Auburn,WA,US,Refused/Done Not Know,Andrea Fortuny
444,Kao Kim,Male,98105,Seattle,WA,US,Hispanic / Latinx,Andrea Fortuny
445,Amy Tsui,Female,98030,Kent,WA,US,Hispanic / Latinx,Adam Puzyna
446,Huen Huang,Female,98422,Tacoma,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
447,Vivian Kuo,Female,98029,Issaquah,WA,US,Hispanic / Latinx,Andrea Fortuny
448,Peggy Lu,Female,98502,Olympia,WA,US,Refused/Done Not Know,Fidan Aliyeva
449,Jessica Zhuang,Female,98506,Olympia,WA,US,Hispanic / Latinx,Emin Suleymanov
450,Ana Jaksic,Female,98589,Tenino,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
451,Anja Grgic,Female,98501,Olympia,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
452,Andrea Divkovic,Gender neutral,98105,Seattle,WA,US,Hispanic / Latinx,Emin Suleymanov
453,Blanka Katic,Female,98371,Puyallup,WA,US,Refused/Done Not Know,Fidan Aliyeva
454,Dorotea Ceh,Female,98105,Seattle,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
455,Tin Jozic,Male,98371,Puyallup,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
456,Ivana Jukic,Female,98030,Kent,WA,US,Hispanic / Latinx,Fidan Aliyeva
457,Dean Ivanovic,Male,98499,Lakewood,WA,US,Refused/Done Not Know,Adam Puzyna
458,Gordan Vukelic,Male,98327,Dupont,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
459,Jan Horvat,Male,98032,Kent,WA,US,Hispanic / Latinx,Andrea Fortuny
460,Tihomir Pavlovic,Male,98052,Redmond,WA,US,Refused/Done Not Know,Aryna Siamashka
461,Edi Kolar,Male,98391,Bonney Lake,WA,US,Refused/Done Not Know,Fidan Aliyeva
462,Vlatko Jovic,Male,98516,Olympia,WA,US,Refused/Done Not Know,Aryna Siamashka
463,Vjekoslava Barisic,Female,98101,Black Diamond,WA,US,Refused/Done Not Know,Aryna Siamashka
464,Ira Grgic,Gender neutral,98101,Black Diamond,WA,US,Hispanic / Latinx,Adam Puzyna
465,Vanja Matkovic,Gender neutral,98052,Redmond,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
466,Matija Andric,Gender neutral,98506,Olympia,WA,US,Hispanic / Latinx,Fidan Aliyeva
467,Nikica Hrvatin,Male,98055,Renton,WA,US,Hispanic / Latinx,Emin Suleymanov
468,Jurica Debeljak,Male,98312,Bremerton,WA,US,Refused/Done Not Know,Andrea Fortuny
469,Tomislav Kralj,Male,98391,Bonney Lake,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
470,Jagoda Ivancic,Female,98516,Olympia,WA,US,Hispanic / Latinx,Emin Suleymanov
471,Ruzica Jovic,Female,98391,Bonney Lake,WA,US,Refused/Done Not Know,Aryna Siamashka
472,Nikica Bezic,Gender neutral,98405,Tacoma,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
473,Klara Bosnjak,Female,98032,Kent,WA,US,Refused/Done Not Know,Andrea Fortuny
474,Sasa Matic,Gender neutral,98033,Kirkland,WA,US,Refused/Done Not Know,Fidan Aliyeva
475,Leni Ponos,Gender neutral,98371,Puyallup,WA,US,Hispanic / Latinx,Aryna Siamashka
476,Nediljka Brajkovic,Female,98030,Kent,WA,US,Hispanic / Latinx,Aryna Siamashka
477,Jasna Hrvatin,Female,98387,Spanaway,WA,US,Refused/Done Not Know,Andrea Fortuny
478,Tomo Petkovic,Male,98501,Olympia,WA,US,Refused/Done Not Know,Andrea Fortuny
479,Marica Juric,Female,98327,Dupont,WA,US,Hispanic / Latinx,Aryna Siamashka
480,Srecko Ceh,Male,98503,Lacey,WA,US,Refused/Done Not Know,Adam Puzyna
481,Roko Stipanov,Male,98030,Kent,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
482,Teo Peric,Male,98499,Lakewood,WA,US,Hispanic / Latinx,Emin Suleymanov
483,Jadranko Lukic,Male,98033,Kirkland,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
484,Toni Jurkovic,Male,98589,Tenino,WA,US,Hispanic / Latinx,Fidan Aliyeva
485,Teo Marinovic,Male,98119,Seattle,WA,US,Hispanic / Latinx,Adam Puzyna
486,Vlatka Debeljak,Female,98338,Graham,WA,US,Hispanic / Latinx,Andrea Fortuny
487,Gabrijela Duvnjak,Female,98501,Olympia,WA,US,Refused/Done Not Know,Fidan Aliyeva
488,Drazenka Anic,Female,98055,Renton,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
489,Eduard Grgic,Male,98029,Issaquah,WA,US,Hispanic / Latinx,Aryna Siamashka
490,Srecko Posavec,Male,98499,Lakewood,WA,US,Refused/Done Not Know,Aryna Siamashka
491,Viktor Klobucar,Male,98105,Seattle,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
492,Sanela Ivanovic,Female,98506,Olympia,WA,US,Refused/Done Not Know,Emin Suleymanov
493,Mirela Ivankovic,Female,98002,Auburn,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
494,Robert Anic,Male,98029,Issaquah,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
495,Josko Lucic,Male,98055,Renton,WA,US,Refused/Done Not Know,Fidan Aliyeva
496,Tajana Luksic,Female,98055,Renton,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
497,Franka Jurkovic,Female,98115,Seattle,WA,US,Refused/Done Not Know,Fidan Aliyeva
498,Marija Poljak,Female,98057,Renton,WA,US,Hispanic / Latinx,Emin Suleymanov
499,Miro Matkovic,Male,98380,Seabeck,WA,US,Hispanic / Latinx,Emin Suleymanov
500,Katarina Cerkez,Female,98168,Tukwila,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
501,Rene Skoko,Gender neutral,98030,Kent,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
502,Irena Jovanovic,Female,98022,Enumclaw,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
503,Zorica Crnic,Female,98589,Tenino,WA,US,Hispanic / Latinx,Emin Suleymanov
504,Vjekoslav Jelic,Male,98383,Silverdale,WA,US,Hispanic / Latinx,Aryna Siamashka
505,Lucija Galic,Female,98119,Seattle,WA,US,Refused/Done Not Know,Andrea Fortuny
506,Vjekoslav Vlasic,Male,98112,Seattle,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
507,Ruza Antunovic,Female,98467,University Place,WA,US,Hispanic / Latinx,Andrea Fortuny
508,Antonin Zelinka,Male,98383,Silverdale,WA,US,Refused/Done Not Know,Andrea Fortuny
509,Alena Jankova,Female,98380,Seabeck,WA,US,Hispanic / Latinx,Emin Suleymanov
510,Alex Krejci,Gender neutral,98409,Tacoma,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
511,Bozena Radova,Female,98499,Lakewood,WA,US,Refused/Done Not Know,Fidan Aliyeva
512,Anna Michnova,Female,98327,Dupont,WA,US,Refused/Done Not Know,Fidan Aliyeva
513,Frantisek Hanak,Male,98033,Kirkland,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
514,Filip Safranek,Male,98001,Auburn,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
515,Hana Cermakova,Female,98338,Graham,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
516,Daniela Hanzlova,Female,98502,Olympia,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
517,Jana Blazkova,Female,98055,Renton,WA,US,Hispanic / Latinx,Andrea Fortuny
518,Blanka Vejvodova,Female,98516,Olympia,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
519,Lenka Stastna,Female,98516,Olympia,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
520,Katerina Sykorova,Female,98502,Olympia,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
521,Lukas Novacek,Male,98422,Tacoma,WA,US,Hispanic / Latinx,Andrea Fortuny
522,Jarmila Hrdlickova,Female,98387,Spanaway,WA,US,Refused/Done Not Know,Andrea Fortuny
523,Josef Cizek,Male,98105,Seattle,WA,US,Hispanic / Latinx,Emin Suleymanov
524,Jaroslava Buresova,Female,98002,Auburn,WA,US,Hispanic / Latinx,Adam Puzyna
525,Michal Formanek,Male,98125,Seattle,WA,US,Refused/Done Not Know,Andrea Fortuny
526,Miloslav Sedlar,Male,98312,Bremerton,WA,US,Hispanic / Latinx,Adam Puzyna
527,Jan Macek,Male,98103,Seattle,WA,US,Hispanic / Latinx,Adam Puzyna
528,Marta Havrankova,Female,98074,Sammamish,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
529,Marcela Kubatova,Female,98338,Graham,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
530,Rene Dolejsi,Gender neutral,98115,Seattle,WA,US,Hispanic / Latinx,Andrea Fortuny
531,Pavel Bures,Male,98503,Lacey,WA,US,Refused/Done Not Know,Fidan Aliyeva
532,Petr Konecny,Male,98380,Seabeck,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
533,Ludmila Smidova,Female,98001,Auburn,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
534,Nikola Janu,Gender neutral,98372,Puyallup,WA,US,Hispanic / Latinx,Emin Suleymanov
535,Milos  Zahradnicek,Male,98115,Seattle,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
536,Miroslav Svoboda,Male,98112,Seattle,WA,US,Hispanic / Latinx,Andrea Fortuny
537,Stanislav Tomek,Male,98101,Black Diamond,WA,US,Hispanic / Latinx,Andrea Fortuny
538,Karel Hovorka,Male,98372,Puyallup,WA,US,Refused/Done Not Know,Fidan Aliyeva
539,Rudolf Spousta,Male,98101,Black Diamond,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
540,Ivana Cervenkova,Female,98501,Olympia,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
541,Libuse Prikrylova,Female,98038,Maple Valley,WA,US,Hispanic / Latinx,Adam Puzyna
542,Vaclav Holy,Male,98589,Tenino,WA,US,Refused/Done Not Know,Aryna Siamashka
